status,report,source,source_chars
rewritten,"00-books-result/Hobsbawm, Eric：《Age of Revolution 1789-1848》/B44135231-3-THE-FRENCH-REVOLUTION-report.md","00-books/Hobsbawm, Eric：《Age of Revolution 1789-1848》/11-3 THE FRENCH REVOLUTION.md",66256
rewritten,"00-books-result/Hobsbawm, Eric：《Age of Revolution 1789-1848》/B44135232-4-WAR-report.md","00-books/Hobsbawm, Eric：《Age of Revolution 1789-1848》/12-4 WAR.md",61241
rewritten,"00-books-result/Hobsbawm, Eric：《Age of Revolution 1789-1848》/B44135233-5-PEACE-report.md","00-books/Hobsbawm, Eric：《Age of Revolution 1789-1848》/13-5 PEACE.md",26757
rewritten,"00-books-result/Hobsbawm, Eric：《Age of Revolution 1789-1848》/B44135234-6-REVOLUTIONS-report.md","00-books/Hobsbawm, Eric：《Age of Revolution 1789-1848》/14-6 REVOLUTIONS.md",61473
rewritten,"00-books-result/Hobsbawm, Eric：《Age of Revolution 1789-1848》/B44135235-7-NATIONALISM-report.md","00-books/Hobsbawm, Eric：《Age of Revolution 1789-1848》/15-7 NATIONALISM.md",36615
rewritten,"00-books-result/Hobsbawm, Eric：《Age of Revolution 1789-1848》/B44135236-PART-II-RESULTS-report.md","00-books/Hobsbawm, Eric：《Age of Revolution 1789-1848》/16-PART II. RESULTS.md",18
rewritten,"00-books-result/Hobsbawm, Eric：《Age of Revolution 1789-1848》/B44135237-8-LAND-report.md","00-books/Hobsbawm, Eric：《Age of Revolution 1789-1848》/17-8 LAND.md",53991
rewritten,"00-books-result/Hobsbawm, Eric：《Age of Revolution 1789-1848》/B44135238-9-TOWARDS-AN-INDUSTRIAL-WORLD-report.md","00-books/Hobsbawm, Eric：《Age of Revolution 1789-1848》/18-9 TOWARDS AN INDUSTRIAL WORLD.md",38206
rewritten,"00-books-result/Hobsbawm, Eric：《Age of Revolution 1789-1848》/B44135239-10-THE-CAREER-OPEN-TO-TALENT-report.md","00-books/Hobsbawm, Eric：《Age of Revolution 1789-1848》/19-10 THE CAREER OPEN TO TALENT.md",48876
rewritten,"00-books-result/Hobsbawm, Eric：《Age of Revolution 1789-1848》/B44135240-11-THE-LABOURING-POOR-report.md","00-books/Hobsbawm, Eric：《Age of Revolution 1789-1848》/20-11 THE LABOURING POOR.md",46709
rewritten,"00-books-result/Hobsbawm, Eric：《Age of Revolution 1789-1848》/B44135241-12-IDEOLOGY-RELIGION-report.md","00-books/Hobsbawm, Eric：《Age of Revolution 1789-1848》/21-12 IDEOLOGY RELIGION.md",44677
rewritten,"00-books-result/Hobsbawm, Eric：《Age of Revolution 1789-1848》/B44135242-13-IDEOLOGY-SECULAR-report.md","00-books/Hobsbawm, Eric：《Age of Revolution 1789-1848》/22-13 IDEOLOGY SECULAR.md",52815
rewritten,"00-books-result/Hobsbawm, Eric：《Age of Revolution 1789-1848》/B44135243-14-THE-ARTS-report.md","00-books/Hobsbawm, Eric：《Age of Revolution 1789-1848》/23-14 THE ARTS.md",68042
rewritten,"00-books-result/Hobsbawm, Eric：《Age of Revolution 1789-1848》/B44135244-15-SCIENCE-report.md","00-books/Hobsbawm, Eric：《Age of Revolution 1789-1848》/24-15 SCIENCE.md",53686
rewritten,"00-books-result/Hobsbawm, Eric：《Age of Revolution 1789-1848》/B44135245-16-CONCLUSION-TOWARDS-1848-report.md","00-books/Hobsbawm, Eric：《Age of Revolution 1789-1848》/25-16 CONCLUSION TOWARDS 1848.md",143129
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135246-SIMPLICITY-DESIGN-TECHNOLOGY-BUSINESS-LIFEJohn-Maeda-Edi-report.md,"00-books/Holmes：《Mismatch How Inclusion Shapes Design》/01-SIMPLICITY DESIGN, TECHNOLOGY, BUSINESS, LIFEJohn Maeda, Edi.md",29080
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135247-2-SHUT-IN-SHUT-OUT-report.md,"00-books/Holmes：《Mismatch How Inclusion Shapes Design》/02-2 SHUT IN, SHUT OUT.md",87292
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135248-Dodge-s-LaFemme-Is-First-Automobile-With-a-Gender-It-s-Femal-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/03-Dodge's LaFemme Is First Automobile With a Gender—It's Femal.md,100516
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135249-SUGGESTED-READING-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/04-SUGGESTED READING.md,2384
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135250-SUGGESTED-READING-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/05-SUGGESTED READING.md,5643
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135251-Holmes-Mismatch-How-Inclusion-Shapes-Design-_01_preface_Mismatch-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_01_preface_Mismatch___Kat_Holmes___SIMPLI.md,2334
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135252-Holmes-Mismatch-How-Inclusion-Shapes-Design-_02_toc_CONTENTS-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_02_toc_CONTENTS.md,637
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135253-Holmes-Mismatch-How-Inclusion-Shapes-Design-_03_preface_FOREWORD-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_03_preface_FOREWORD___FOREWORD___Simplici.md,6462
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135254-Holmes-Mismatch-How-Inclusion-Shapes-Design-_04_body_1_WELCOME-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_04_body_1_WELCOME___CHAPTER_1.md,4441
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135255-Holmes-Mismatch-How-Inclusion-Shapes-Design-_05_preface_MISFITS-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_05_preface_MISFITS_BY_DESIGN___WELCOME.md,3084
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135256-Holmes-Mismatch-How-Inclusion-Shapes-Design-_06_body_CHAPTER_1-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_06_body_CHAPTER_1.md,1285
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135257-Holmes-Mismatch-How-Inclusion-Shapes-Design-_07_preface_WELCOME-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_07_preface_WELCOME___FEARS_AND_OPPORTUNIT.md,1953
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135258-Holmes-Mismatch-How-Inclusion-Shapes-Design-_08_body_CHAPTER_1-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_08_body_CHAPTER_1___1._Inclusion_isn’t.md,2068
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135259-Holmes-Mismatch-How-Inclusion-Shapes-Design-_09_preface_WELCOME-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_09_preface_WELCOME.md,972
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135260-Holmes-Mismatch-How-Inclusion-Shapes-Design-_10_body_2-_Inclusio-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_10_body_2._Inclusion_is_imperfect___CH.md,3021
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135261-Holmes-Mismatch-How-Inclusion-Shapes-Design-_11_preface_WELCOME-report.md,"00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_11_preface_WELCOME___WHY_YOU,_WHY_NOW_.md",1889
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135262-Holmes-Mismatch-How-Inclusion-Shapes-Design-_12_body_CHAPTER_1-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_12_body_CHAPTER_1.md,1864
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135263-Holmes-Mismatch-How-Inclusion-Shapes-Design-_13_preface_WELCOME-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_13_preface_WELCOME.md,2876
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135264-Holmes-Mismatch-How-Inclusion-Shapes-Design-_14_body_TAKEAWAYS-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_14_body_TAKEAWAYS__MISMATCHES_MAKE_US_.md,184266
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135265-Holmes-Mismatch-How-Inclusion-Shapes-Design-_15_bibliography_NOT-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_15_bibliography_NOTES.md,298
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135266-Holmes-Mismatch-How-Inclusion-Shapes-Design-_16_body_Chapter_1-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_16_body_Chapter_1___Chapter_2___Chapte.md,2448
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135267-Holmes-Mismatch-How-Inclusion-Shapes-Design-_17_bibliography_NOT-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_17_bibliography_NOTES.md,1118
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135268-Holmes-Mismatch-How-Inclusion-Shapes-Design-_18_body_Chapter_5-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_18_body_Chapter_5.md,793
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135269-Holmes-Mismatch-How-Inclusion-Shapes-Design-_19_bibliography_NOT-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_19_bibliography_NOTES.md,812
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135270-Holmes-Mismatch-How-Inclusion-Shapes-Design-_20_body_Chapter_6-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_20_body_Chapter_6___Chapter_7.md,1363
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135271-Holmes-Mismatch-How-Inclusion-Shapes-Design-_21_bibliography_NOT-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_21_bibliography_NOTES.md,1136
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135272-Holmes-Mismatch-How-Inclusion-Shapes-Design-_22_body_Chapter_8-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_22_body_Chapter_8.md,859
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135273-Holmes-Mismatch-How-Inclusion-Shapes-Design-_23_bibliography_NOT-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_23_bibliography_NOTES.md,604
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135274-Holmes-Mismatch-How-Inclusion-Shapes-Design-_24_body_Chapter_9-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_24_body_Chapter_9.md,852
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135275-Holmes-Mismatch-How-Inclusion-Shapes-Design-_25_bibliography_SUG-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_25_bibliography_SUGGESTED_READING.md,321
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135276-Holmes-Mismatch-How-Inclusion-Shapes-Design-_26_body_Chapter_1-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_26_body_Chapter_1__Welcome___Chapter_2.md,1142
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135277-Holmes-Mismatch-How-Inclusion-Shapes-Design-_27_bibliography_SUG-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_27_bibliography_SUGGESTED_READING.md,1065
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135278-Holmes-Mismatch-How-Inclusion-Shapes-Design-_28_body_Chapter_5-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_28_body_Chapter_5__Matchmaking.md,1148
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135279-Holmes-Mismatch-How-Inclusion-Shapes-Design-_29_bibliography_SUG-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_29_bibliography_SUGGESTED_READING.md,321
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135280-Holmes-Mismatch-How-Inclusion-Shapes-Design-_30_body_Chapter_6-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_30_body_Chapter_6__There’s_No_Such_Thi.md,1720
rewritten,00-books-result/Holmes：《Mismatch How Inclusion Shapes Design》/B44135281-Holmes-Mismatch-How-Inclusion-Shapes-Design-_31_bibliography_SUG-report.md,00-books/Holmes：《Mismatch How Inclusion Shapes Design》/Holmes：《Mismatch How Inclusion Shapes Design》_31_bibliography_SUGGESTED_READING___INDEX___IN.md,4621
rewritten,"00-books-result/Hounshell：《From the American system to mass production, 1800-1932 the developmen/B44135282-From-theAMERICAN-SYSTEM-toMASS-PRODUCTION1800-1932-report.md","00-books/Hounshell：《From the American system to mass production, 1800-1932 the developmen/01-From theAMERICAN SYSTEM toMASS PRODUCTION1800-1932.md",1848
rewritten,"00-books-result/Hounshell：《From the American system to mass production, 1800-1932 the developmen/B44135283-STUDIES-IN-INDUSTRY-AND-SOCIETYGlenn-Porter-General-Editor-report.md","00-books/Hounshell：《From the American system to mass production, 1800-1932 the developmen/02-STUDIES IN INDUSTRY AND SOCIETYGlenn Porter, General Editor.md",732
rewritten,"00-books-result/Hounshell：《From the American system to mass production, 1800-1932 the developmen/B44135284-From-theAMERICAN-SYSTEM-toMASS-PRODUCTION1800-1932-report.md","00-books/Hounshell：《From the American system to mass production, 1800-1932 the developmen/03-From theAMERICAN SYSTEM toMASS PRODUCTION1800-1932.md",13386
rewritten,"00-books-result/Hounshell：《From the American system to mass production, 1800-1932 the developmen/B44135285-Foreword-report.md","00-books/Hounshell：《From the American system to mass production, 1800-1932 the developmen/04-Foreword.md",8695
rewritten,"00-books-result/Hounshell：《From the American system to mass production, 1800-1932 the developmen/B44135286-Acknowledgments-report.md","00-books/Hounshell：《From the American system to mass production, 1800-1932 the developmen/05-Acknowledgments.md",8418
rewritten,"00-books-result/Hounshell：《From the American system to mass production, 1800-1932 the developmen/B44135287-Introduction-report.md","00-books/Hounshell：《From the American system to mass production, 1800-1932 the developmen/06-Introduction.md",45571
rewritten,"00-books-result/Hounshell：《From the American system to mass production, 1800-1932 the developmen/B44135288-The-American-Systemof-Manufactures-inthe-Antebellum-Period-report.md","00-books/Hounshell：《From the American system to mass production, 1800-1932 the developmen/07-The American Systemof Manufactures inthe Antebellum Period.md",154816
rewritten,"00-books-result/Hounshell：《From the American system to mass production, 1800-1932 the developmen/B44135289-The-Sewing-Machine-the-American-Systemof-Manufactures-report.md","00-books/Hounshell：《From the American system to mass production, 1800-1932 the developmen/08-The Sewing Machine& the American Systemof Manufactures.md",160201
rewritten,"00-books-result/Hounshell：《From the American system to mass production, 1800-1932 the developmen/B44135290-Mass-Production-inAmerican-WoodworkingIndustries-A-Case-Stud-report.md","00-books/Hounshell：《From the American system to mass production, 1800-1932 the developmen/09-Mass Production inAmerican WoodworkingIndustries A Case Stud.md",78532
